t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9,x10,y10,vx10,vy10,x11,y11,vx11,vy11,x12,y12,vx12,vy12,x13,y13,vx13,vy13,x14,y14,vx14,vy14,x15,y15,vx15,vy15,x16,y16,vx16,vy16,x17,y17,vx17,vy17,x18,y18,vx18,vy18,x19,y19,vx19,vy19,x20,y20,vx20,vy20,x21,y21,vx21,vy21,x22,y22,vx22,vy22,x23,y23,vx23,vy23,x24,y24,vx24,vy24,x25,y25,vx25,vy25,x26,y26,vx26,vy26,x27,y27,vx27,vy27,x28,y28,vx28,vy28,x29,y29,vx29,vy29,x30,y30,vx30,vy30,x31,y31,vx31,vy31,x32,y32,vx32,vy32,x33,y33,vx33,vy33,x34,y34,vx34,vy34,x35,y35,vx35,vy35
9.455,0.988798,7.80885,0.102556,0.373515,5.06552,6.7888,0.892012,-0.32925,5.70904,7.93074,1.2549,0.309658,3.04727,12.5896,0.604656,0.189712,8.27614,14.8771,0.764379,0.664149,4.88397,17.7795,-0.275626,0.0370531,8.3658,6.54033,1.29699,0.338656,12.1203,8.50015,0.454022,-0.776541,2.0348,11.4938,0.839753,0.785029,3.00779,5.27372,0.0935123,-1.24355,7.29404,6.33922,1.25732,-1.51547,0.852517,13.9344,-0.438252,-0.998679,5.90681,3.16452,-0.624122,0.129537,10.1095,3.76558,-0.834478,0.310832,13.3089,4.96065,0.148211,-0.834705,7.92063,9.77853,-1.03388,-0.485746,7.41645,8.52486,0.566209,0.051329,6.71168,19.2586,0.169085,0.481709,14.5032,2.59743,0.671193,-0.772133,17.954,2.87392,0.775814,1.06709,12.5243,9.94893,-0.0118643,1.00644,13.9474,10.076,-1.61606,0.123388,11.9394,18.8333,0.118926,0.679446,5.76802,15.0596,-0.618359,-0.0716928,6.5938,5.06004,-0.40894,1.1227,16.0658,9.21552,0.367848,-0.205851,14.5991,6.66899,-0.17609,-0.367022,19.7214,8.10715,-0.877311,-1.09194,15.5344,15.6711,0.973197,-0.128542,17.8361,15.991,-1.26234,-0.655067,16.3339,4.89701,0.424968,-0.165837,15.0376,7.76317,0.0415658,1.75347,17.539,6.97877,-0.104664,-0.91607,15.0917,9.81213,0.904729,0.136738,16.5147,16.5132,0.00294972,1.302,9.77126,16.7299,-1.32812,0.434439
9.46,0.98931,7.81072,0.102587,0.373499,5.06999,6.78718,0.8979,-0.320167,5.7153,7.93226,1.25166,0.300442,3.05028,12.5905,0.600455,0.185392,8.27996,14.8804,0.764364,0.664381,4.88259,17.7797,-0.275368,0.0371634,8.37231,6.54203,1.30815,0.341139,12.1226,8.49628,0.455829,-0.771005,2.03901,11.4977,0.843782,0.789528,3.00826,5.2675,0.0936675,-1.24343,7.30029,6.33162,1.24168,-1.52289,0.850326,13.9294,-0.438066,-0.998861,5.90369,3.16517,-0.623831,0.130386,10.1053,3.76713,-0.834493,0.310878,13.3096,4.95647,0.148657,-0.834334,7.91546,9.77608,-1.03759,-0.495018,7.41928,8.52513,0.568291,0.0589433,6.71252,19.261,0.168861,0.48151,14.5065,2.59357,0.671191,-0.771955,17.9578,2.87925,0.775695,1.06722,12.5243,9.95395,-0.00553218,1.00167,13.9393,10.0766,-1.61397,0.120063,11.94,18.8367,0.11889,0.679407,5.76493,15.0592,-0.618205,-0.0716387,6.59176,5.06567,-0.405888,1.12845,16.0676,9.2145,0.36248,-0.205133,14.5982,6.66718,-0.172509,-0.358148,19.717,8.10169,-0.877525,-1.09204,15.5393,15.6705,0.982117,-0.121063,17.8297,15.9877,-1.26991,-0.652215,16.3361,4.89618,0.424941,-0.165591,15.0378,7.77192,0.0390212,1.74664,17.5385,6.97419,-0.104868,-0.916051,15.0962,9.81281,0.8989,0.1357,16.5147,16.5197,0.00159715,1.29167,9.76462,16.7321,-1.32827,0.434262
9.465,0.989823,7.81258,0.102618,0.373484,5.0745,6.7856,0.903748,-0.311173,5.72155,7.93374,1.24848,0.291322,3.05327,12.5914,0.596203,0.181024,8.28378,14.8837,0.764356,0.664617,4.88122,17.7799,-0.275112,0.037272,8.37888,6.54374,1.31828,0.343516,12.1249,8.49244,0.457579,-0.765625,2.04324,11.5017,0.84786,0.794076,3.00873,5.26129,0.0938209,-1.24331,7.30646,6.32399,1.22693,-1.53035,0.848136,13.9244,-0.437878,-0.999044,5.90057,3.16583,-0.623545,0.131223,10.1011,3.76868,-0.834508,0.310925,13.3104,4.9523,0.149102,-0.833965,7.91026,9.77358,-1.04133,-0.50446,7.42213,8.52545,0.570367,0.0667298,6.71337,19.2634,0.16864,0.481313,14.5099,2.58971,0.671189,-0.771778,17.9617,2.88459,0.775575,1.06735,12.5242,9.95894,0.00109261,0.997043,13.9313,10.0772,-1.61126,0.116567,11.9406,18.8401,0.118854,0.679369,5.76184,15.0589,-0.618053,-0.0715843,6.58974,5.07132,-0.402688,1.13436,16.0694,9.21347,0.357327,-0.204594,14.5973,6.66541,-0.168701,-0.348634,19.7126,8.09623,-0.877741,-1.09214,15.5443,15.6699,0.990983,-0.11354,17.8234,15.9845,-1.27753,-0.649284,16.3382,4.89536,0.424918,-0.165344,15.038,7.78064,0.0362855,1.73923,17.538,6.96961,-0.10507,-0.916034,15.1007,9.81348,0.891969,0.134948,16.5147,16.5261,0.000344069,1.28122,9.75798,16.7343,-1.32842,0.43408
9.47,0.990337,7.81445,0.102649,0.37347,5.07903,6.78406,0.909557,-0.302266,5.72779,7.93518,1.24536,0.282296,3.05625,12.5923,0.5919,0.176606,8.2876,14.8871,0.764354,0.664858,4.87984,17.78,-0.274859,0.0373789,8.3855,6.54546,1.32732,0.34576,12.1272,8.48863,0.459273,-0.760395,2.04749,11.5057,0.851991,0.798675,3.0092,5.25507,0.0939725,-1.24319,7.31256,6.31632,1.21312,-1.53783,0.845947,13.9194,-0.43769,-0.999228,5.89746,3.16649,-0.623264,0.132046,10.097,3.77024,-0.834523,0.310972,13.3111,4.94813,0.149544,-0.833596,7.90504,9.77104,-1.04508,-0.514072,7.42499,8.5258,0.572437,0.074689,6.71421,19.2658,0.16842,0.481117,14.5133,2.58585,0.671186,-0.771601,17.9656,2.88993,0.775455,1.06748,12.5243,9.96392,0.00801181,0.992573,13.9232,10.0777,-1.6082,0.112963,11.9412,18.8435,0.118819,0.679331,5.75875,15.0585,-0.617906,-0.0715294,6.58774,5.07701,-0.399334,1.14042,16.0711,9.21245,0.352391,-0.204238,14.5965,6.66369,-0.164732,-0.338645,19.7082,8.09077,-0.87796,-1.09224,15.5492,15.6693,0.999797,-0.105973,17.817,15.9812,-1.28519,-0.646271,16.3403,4.89453,0.424899,-0.165097,15.0382,7.78931,0.0334282,1.73141,17.5374,6.96503,-0.10527,-0.916019,15.1051,9.81416,0.884189,0.134426,16.5147,16.5325,-0.000811634,1.27064,9.75134,16.7365,-1.32857,0.433892
9.475,0.99085,7.81632,0.102679,0.373455,5.08359,6.78258,0.915327,-0.293447,5.73401,7.93657,1.24231,0.273364,3.05919,12.5932,0.587543,0.172136,8.29143,14.8904,0.764358,0.665105,4.87847,17.7802,-0.274607,0.0374842,8.39215,6.5472,1.33523,0.347843,12.1295,8.48484,0.460914,-0.75531,2.05176,11.5097,0.856174,0.803326,3.00967,5.24885,0.0941224,-1.24308,7.31859,6.30861,1.2003,-1.5453,0.843759,13.9144,-0.437501,-0.999412,5.89434,3.16715,-0.622989,0.132856,10.0928,3.77179,-0.834539,0.311019,13.3119,4.94397,0.149983,-0.833228,7.89981,9.76844,-1.04884,-0.523855,7.42786,8.52619,0.574497,0.0828207,6.71505,19.2682,0.168202,0.480923,14.5166,2.58199,0.671184,-0.771425,17.9695,2.89526,0.775332,1.06761,12.5243,9.96887,0.0152269,0.988248,13.9152,10.0783,-1.60499,0.109301,11.9418,18.8469,0.118784,0.679294,5.75566,15.0581,-0.617761,-0.0714741,6.58575,5.08273,-0.395824,1.14664,16.0729,9.21143,0.347674,-0.204069,14.5957,6.66203,-0.16066,-0.328319,19.7038,8.08531,-0.87818,-1.09235,15.5543,15.6688,1.00856,-0.0983616,17.8105,15.978,-1.2929,-0.643178,16.3424,4.8937,0.424884,-0.164849,15.0384,7.79795,0.0305065,1.72332,17.5369,6.96045,-0.105467,-0.916006,15.1095,9.81483,0.875763,0.134087,16.5147,16.5388,-0.00187206,1.25993,9.74469,16.7386,-1.32873,0.433697
9.48,0.991363,7.81818,0.102709,0.373441,5.08818,6.78113,0.921059,-0.284714,5.74021,7.93791,1.23932,0.264525,3.06212,12.5941,0.583131,0.167614,8.29525,14.8937,0.764369,0.665356,4.8771,17.7804,-0.274358,0.0375878,8.39885,6.54894,1.34198,0.349739,12.1318,8.48108,0.462505,-0.750366,2.05605,11.5137,0.860411,0.808031,3.01014,5.24264,0.0942705,-1.24296,7.32456,6.30087,1.18846,-1.55274,0.841572,13.9094,-0.437311,-0.999597,5.89123,3.16781,-0.622718,0.133653,10.0886,3.77335,-0.834556,0.311068,13.3126,4.9398,0.150421,-0.832862,7.89455,9.7658,-1.05261,-0.533808,7.43073,8.52663,0.576544,0.0911244,6.71589,19.2706,0.167987,0.480731,14.52,2.57814,0.671181,-0.77125,17.9734,2.9006,0.775209,1.06774,12.5244,9.9738,0.0227388,0.984064,13.9072,10.0788,-1.60181,0.105618,11.9424,18.8503,0.118749,0.679257,5.75257,15.0578,-0.61762,-0.0714184,6.58378,5.08848,-0.392152,1.15302,16.0746,9.21041,0.343177,-0.204091,14.5949,6.66041,-0.156529,-0.31777,19.6994,8.07985,-0.878404,-1.09245,15.5593,15.6683,1.01727,-0.0907069,17.804,15.9748,-1.30065,-0.640003,16.3446,4.89288,0.424873,-0.164601,15.0385,7.80655,0.027567,1.71507,17.5364,6.95587,-0.105662,-0.915995,15.1139,9.8155,0.866857,0.133897,16.5147,16.5451,-0.00283931,1.2491,9.73805,16.7408,-1.32889,0.433497
9.485,0.991877,7.82005,0.102739,0.373427,5.0928,6.77973,0.926754,-0.276067,5.7464,7.93921,1.2364,0.255776,3.06502,12.5949,0.578662,0.163036,8.29907,14.897,0.764387,0.665613,4.87573,17.7806,-0.27411,0.0376899,8.40557,6.5507,1.34757,0.351426,12.1341,8.47734,0.464047,-0.745559,2.06036,11.5178,0.864705,0.812791,3.01061,5.23642,0.094417,-1.24285,7.33047,6.29308,1.17763,-1.56011,0.839386,13.9044,-0.437121,-0.999782,5.88811,3.16848,-0.622453,0.134439,10.0844,3.7749,-0.834573,0.311116,13.3134,4.93564,0.150856,-0.832497,7.88928,9.7631,-1.05639,-0.543929,7.43362,8.52711,0.578578,0.0995988,6.71673,19.273,0.167774,0.48054,14.5233,2.57428,0.671178,-0.771075,17.9772,2.90594,0.775085,1.06787,12.5246,9.97871,0.0305484,0.980015,13.8992,10.0793,-1.59879,0.101946,11.943,18.8537,0.118716,0.679221,5.74949,15.0574,-0.617481,-0.0713623,6.58183,5.09426,-0.388313,1.15955,16.0763,9.20939,0.338899,-0.204307,14.5941,6.65885,-0.152377,-0.307091,19.695,8.07439,-0.878629,-1.09256,15.5644,15.6679,1.02594,-0.0830089,17.7975,15.9716,-1.30844,-0.636746,16.3467,4.89206,0.424866,-0.164351,15.0386,7.8151,0.0246478,1.70676,17.5359,6.95129,-0.105854,-0.915986,15.1182,9.81617,0.857603,0.133827,16.5147,16.5513,-0.00371549,1.23814,9.7314,16.743,-1.32906,0.43329
9.49,0.992391,7.82192,0.102768,0.373413,5.09745,6.77837,0.932414,-0.267503,5.75257,7.94047,1.23353,0.247117,3.06791,12.5957,0.574135,0.158402,8.30289,14.9004,0.76441,0.665876,4.87436,17.7808,-0.273865,0.0377903,8.41232,6.55246,1.352,0.352884,12.1364,8.47362,0.465543,-0.740884,2.0647,11.5218,0.869056,0.817608,3.01108,5.23021,0.0945618,-1.24274,7.33634,6.28527,1.1678,-1.5674,0.837201,13.8994,-0.436929,-0.999968,5.885,3.16916,-0.622192,0.135211,10.0803,3.77646,-0.834591,0.311166,13.3141,4.93148,0.15129,-0.832133,7.88399,9.76036,-1.06018,-0.554218,7.43652,8.52762,0.580594,0.108242,6.71757,19.2754,0.167563,0.480351,14.5267,2.57043,0.671175,-0.7709,17.9811,2.91128,0.774959,1.068,12.5247,9.9836,0.0386555,0.976094,13.8912,10.0798,-1.59605,0.0983087,11.9435,18.8571,0.118682,0.679185,5.7464,15.0571,-0.617346,-0.071306,6.5799,5.10007,-0.384303,1.16624,16.078,9.20837,0.334839,-0.204718,14.5934,6.65734,-0.148234,-0.296361,19.6906,8.06892,-0.878857,-1.09267,15.5696,15.6675,1.03455,-0.0752675,17.7909,15.9684,-1.31627,-0.633408,16.3488,4.89124,0.424864,-0.1641,15.0388,7.82361,0.0217799,1.69846,17.5353,6.94671,-0.106044,-0.91598,15.1225,9.81683,0.848108,0.133855,16.5147,16.5575,-0.00450271,1.22706,9.72476,16.7451,-1.32923,0.433077
9.495,0.992905,7.82379,0.102797,0.373399,5.10213,6.77705,0.93804,-0.259022,5.75873,7.94168,1.23073,0.238546,3.07077,12.5965,0.569547,0.153711,8.30671,14.9037,0.76444,0.666144,4.87299,17.781,-0.273622,0.0378891,8.41909,6.55423,1.35528,0.354095,12.1387,8.46993,0.466996,-0.736337,2.06905,11.5259,0.873467,0.822483,3.01156,5.224,0.0947049,-1.24263,7.34215,6.27741,1.15895,-1.5746,0.835017,13.8944,-0.436737,-1.00015,5.88189,3.16984,-0.621936,0.135972,10.0761,3.77802,-0.834609,0.311215,13.3149,4.92732,0.15172,-0.83177,7.87868,9.75756,-1.06397,-0.564671,7.43943,8.52819,0.58259,0.11705,6.71841,19.2778,0.167353,0.480163,14.53,2.56657,0.671171,-0.770726,17.985,2.91662,0.774832,1.06814,12.5249,9.98847,0.0470596,0.972297,13.8832,10.0803,-1.59366,0.0947255,11.9441,18.8605,0.118649,0.67915,5.74331,15.0567,-0.617214,-0.0712493,6.57798,5.10592,-0.380119,1.17308,16.0797,9.20734,0.330994,-0.205327,14.5926,6.65589,-0.144122,-0.285641,19.6862,8.06346,-0.879087,-1.09278,15.5748,15.6672,1.04313,-0.0674828,17.7843,15.9653,-1.32415,-0.629988,16.3509,4.89042,0.424866,-0.163849,15.0389,7.83209,0.0189882,1.69025,17.5348,6.94213,-0.106232,-0.915975,15.1267,9.8175,0.838456,0.133966,16.5147,16.5636,-0.00520306,1.21586,9.71811,16.7473,-1.3294,0.432858
9.5,0.993419,7.82565,0.102825,0.373386,5.10683,6.77578,0.943633,-0.250622,5.76488,7.94285,1.22798,0.230061,3.0736,12.5972,0.564898,0.14896,8.31054,14.907,0.764477,0.666418,4.87162,17.7812,-0.273381,0.0379864,8.42588,6.556,1.35742,0.355045,12.1411,8.46626,0.468407,-0.731915,2.07343,11.5301,0.877939,0.827419,3.01203,5.21778,0.0948465,-1.24252,7.34793,6.26952,1.15105,-1.58167,0.832834,13.8894,-0.436544,-1.00034,5.87878,3.17052,-0.621685,0.13672,10.0719,3.77957,-0.834628,0.311266,13.3157,4.92316,0.152149,-0.831409,7.87335,9.75471,-1.06775,-0.575284,7.44235,8.5288,0.584562,0.12602,6.71924,19.2802,0.167146,0.479977,14.5334,2.56272,0.671168,-0.770552,17.9889,2.92196,0.774704,1.06827,12.5252,9.99332,0.0557592,0.968617,13.8752,10.0808,-1.59169,0.0912105,11.9447,18.8639,0.118616,0.679116,5.74023,15.0564,-0.617085,-0.0711922,6.57609,5.1118,-0.375756,1.18007,16.0813,9.20631,0.327363,-0.206134,14.5919,6.65448,-0.140062,-0.274984,19.6818,8.058,-0.87932,-1.09289,15.58,15.6668,1.05165,-0.0596549,17.7777,15.9621,-1.33207,-0.626485,16.353,4.8896,0.424872,-0.163596,15.0389,7.84052,0.0162928,1.68217,17.5343,6.93755,-0.106418,-0.915973,15.1309,9.81817,0.828715,0.134146,16.5146,16.5696,-0.00581861,1.20453,9.71146,16.7495,-1.32958,0.432631
9.505,0.993933,7.82752,0.102853,0.373373,5.11156,6.77455,0.949196,-0.242302,5.77101,7.94398,1.2253,0.221659,3.07642,12.598,0.560184,0.144147,8.31436,14.9104,0.76452,0.666698,4.87025,17.7814,-0.273141,0.0380822,8.43267,6.55778,1.35847,0.355723,12.1434,8.46261,0.469778,-0.727612,2.07783,11.5342,0.882475,0.832417,3.0125,5.21157,0.0949864,-1.24242,7.35366,6.26159,1.14407,-1.58861,0.830651,13.8844,-0.43635,-1.00053,5.87568,3.1712,-0.621439,0.137457,10.0678,3.78113,-0.834647,0.311317,13.3164,4.919,0.152575,-0.831049,7.868,9.75181,-1.07154,-0.586053,7.44527,8.52945,0.586506,0.135146,6.72008,19.2826,0.166941,0.479792,14.5368,2.55887,0.671164,-0.770379,17.9927,2.9273,0.774574,1.06841,12.5255,9.99816,0.0647518,0.96505,13.8673,10.0812,-1.5902,0.0877749,11.9453,18.8673,0.118584,0.679082,5.73714,15.056,-0.616959,-0.0711349,6.57423,5.11772,-0.37121,1.18721,16.083,9.20528,0.323941,-0.207141,14.5912,6.65314,-0.136067,-0.264431,19.6774,8.05253,-0.879555,-1.093,15.5853,15.6666,1.06014,-0.0517835,17.771,15.959,-1.34002,-0.6229,16.3552,4.88878,0.424882,-0.163343,15.039,7.84891,0.0137096,1.67427,17.5337,6.93297,-0.106601,-0.915973,15.135,9.81885,0.818937,0.134385,16.5146,16.5756,-0.00635145,1.19307,9.70482,16.7516,-1.32976,0.432398
9.51,0.994447,7.82939,0.102881,0.37336,5.11632,6.77336,0.954728,-0.234059,5.77713,7.94507,1.22267,0.213341,3.0792,12.5987,0.555405,0.139272,8.31818,14.9137,0.764569,0.666984,4.86889,17.7816,-0.272904,0.0381764,8.43946,6.55956,1.35846,0.356119,12.1458,8.45898,0.471111,-0.723426,2.08226,11.5384,0.887075,0.837479,3.01298,5.20536,0.0951248,-1.24231,7.35937,6.25363,1.13796,-1.59541,0.82847,13.8794,-0.436155,-1.00072,5.87257,3.17189,-0.621197,0.138182,10.0636,3.78269,-0.834666,0.311368,13.3172,4.91485,0.152998,-0.830691,7.86264,9.74885,-1.07531,-0.596971,7.44821,8.53015,0.588418,0.144422,6.72091,19.285,0.166738,0.479609,14.5401,2.55501,0.67116,-0.770206,17.9966,2.93265,0.774443,1.06855,12.5258,10.003,0.0740338,0.961588,13.8593,10.0817,-1.58922,0.084427,11.9459,18.8707,0.118552,0.679048,5.73406,15.0556,-0.616835,-0.0710773,6.57238,5.12368,-0.366477,1.1945,16.0846,9.20424,0.320724,-0.208347,14.5906,6.65184,-0.132149,-0.254015,19.673,8.04707,-0.879793,-1.09311,15.5906,15.6663,1.06858,-0.0438686,17.7643,15.9559,-1.34802,-0.619232,16.3573,4.88797,0.424897,-0.163088,15.0391,7.85726,0.0112515,1.66658,17.5332,6.92839,-0.106782,-0.915976,15.139,9.81952,0.809165,0.134677,16.5146,16.5816,-0.00680362,1.18149,9.69817,16.7538,-1.32995,0.432158
9.515,0.994962,7.83125,0.102909,0.373347,5.12111,6.77221,0.960233,-0.225893,5.78324,7.94612,1.2201,0.205102,3.08197,12.5994,0.550558,0.134331,8.322,14.917,0.764624,0.667277,4.86752,17.7817,-0.272669,0.0382691,8.44625,6.56134,1.35742,0.356228,12.1481,8.45537,0.472408,-0.719353,2.0867,11.5426,0.891742,0.842606,3.01346,5.19915,0.0952616,-1.24221,7.36504,6.24564,1.13269,-1.60206,0.82629,13.8744,-0.435959,-1.0009,5.86946,3.17259,-0.62096,0.138896,10.0594,3.78424,-0.834687,0.31142,13.318,4.9107,0.153419,-0.830335,7.85725,9.74584,-1.07907,-0.60803,7.45116,8.53089,0.590292,0.153838,6.72175,19.2874,0.166537,0.479427,14.5435,2.55116,0.671156,-0.770034,18.0005,2.93799,0.774311,1.06868,12.5262,10.0078,0.0835999,0.958227,13.8514,10.0821,-1.58877,0.0811731,11.9465,18.8741,0.11852,0.679015,5.73097,15.0553,-0.616714,-0.0710194,6.57056,5.12967,-0.361555,1.20192,16.0862,9.2032,0.317706,-0.209753,14.5899,6.6506,-0.128317,-0.243762,19.6686,8.0416,-0.880033,-1.09323,15.596,15.6661,1.07699,-0.0359101,17.7575,15.9528,-1.35606,-0.615481,16.3594,4.88715,0.424916,-0.162832,15.0391,7.86557,0.00892827,1.65912,17.5327,6.92381,-0.10696,-0.915981,15.1431,9.82019,0.799429,0.135015,16.5145,16.5874,-0.00717717,1.16978,9.69152,16.7559,-1.33014,0.43191
9.52,0.995476,7.83312,0.102936,0.373335,5.12593,6.7711,0.96571,-0.217802,5.78934,7.94712,1.21758,0.196941,3.08471,12.6,0.545641,0.129324,8.32583,14.9204,0.764686,0.667576,4.86616,17.7819,-0.272435,0.0383603,8.45303,6.56312,1.35542,0.356046,12.1505,8.45179,0.473671,-0.715389,2.09117,11.5468,0.896478,0.847801,3.01393,5.19294,0.0953969,-1.24211,7.37069,6.23761,1.12819,-1.60854,0.82411,13.8694,-0.435762,-1.00109,5.86636,3.17328,-0.620727,0.139598,10.0552,3.7858,-0.834707,0.311473,13.3187,4.90655,0.153838,-0.82998,7.85184,9.74277,-1.08281,-0.61922,7.45411,8.53168,0.592125,0.163385,6.72258,19.2898,0.166338,0.479247,14.5468,2.54731,0.671152,-0.769862,18.0043,2.94333,0.774178,1.06882,12.5267,10.0126,0.0934431,0.954961,13.8434,10.0825,-1.58887,0.0780178,11.9471,18.8775,0.118489,0.678982,5.72789,15.0549,-0.616596,-0.0709613,6.56877,5.1357,-0.356441,1.20948,16.0877,9.20215,0.314883,-0.211357,14.5893,6.6494,-0.124577,-0.233692,19.6642,8.03613,-0.880276,-1.09334,15.6014,15.666,1.08536,-0.0279077,17.7507,15.9497,-1.36413,-0.611648,16.3615,4.88634,0.42494,-0.162575,15.0392,7.87385,0.00674769,1.65193,17.5321,6.91923,-0.107137,-0.915989,15.147,9.82087,0.789757,0.135395,16.5145,16.5933,-0.0074741,1.15794,9.68487,16.7581,-1.33033,0.431656
9.525,0.995991,7.83499,0.102963,0.373323,5.13077,6.77003,0.971163,-0.209783,5.79542,7.94809,1.21512,0.188857,3.08743,12.6006,0.540653,0.124248,8.32965,14.9237,0.764754,0.667882,4.8648,17.7821,-0.272204,0.03845,8.45981,6.5649,1.3525,0.355571,12.1529,8.44822,0.474901,-0.71153,2.09567,11.5511,0.901285,0.853065,3.01441,5.18673,0.0955307,-1.24201,7.37633,6.22955,1.12442,-1.61484,0.821932,13.8644,-0.435564,-1.00128,5.86326,3.17398,-0.620499,0.140288,10.0511,3.78736,-0.834729,0.311526,13.3195,4.9024,0.154254,-0.829627,7.84642,9.73965,-1.08653,-0.630528,7.45708,8.53253,0.59391,0.173049,6.72341,19.2922,0.166141,0.479068,14.5502,2.54347,0.671147,-0.769691,18.0082,2.94868,0.774043,1.06896,12.5272,10.0173,0.103554,0.951784,13.8355,10.0829,-1.58953,0.0749645,11.9477,18.8809,0.118459,0.67895,5.72481,15.0546,-0.616481,-0.0709029,6.567,5.14176,-0.351133,1.21717,16.0893,9.20108,0.312247,-0.213158,14.5887,6.64826,-0.120933,-0.223822,19.6598,8.03067,-0.880521,-1.09346,15.6068,15.6658,1.09369,-0.019861,17.7439,15.9467,-1.37225,-0.607731,16.3637,4.88552,0.424968,-0.162316,15.0392,7.88209,0.00471565,1.64501,17.5316,6.91465,-0.10731,-0.915999,15.151,9.82155,0.780166,0.135813,16.5145,16.599,-0.00769642,1.14597,9.67821,16.7603,-1.33053,0.431393
9.53,0.996506,7.83685,0.10299,0.373311,5.13564,6.769,0.976592,-0.201836,5.80149,7.94901,1.21271,0.180847,3.09012,12.6013,0.53559,0.119102,8.33347,14.9271,0.764829,0.668194,4.86344,17.7823,-0.271974,0.0385383,8.46656,6.56667,1.34872,0.354804,12.1552,8.44467,0.476099,-0.707774,2.10019,11.5554,0.906166,0.858401,3.01489,5.18052,0.0956631,-1.24192,7.38194,6.22146,1.12132,-1.62098,0.819755,13.8594,-0.435366,-1.00147,5.86015,3.17468,-0.620275,0.140968,10.0469,3.78891,-0.83475,0.31158,13.3203,4.89825,0.154667,-0.829276,7.84098,9.73647,-1.09021,-0.64194,7.46005,8.53342,0.595641,0.182817,6.72424,19.2946,0.165945,0.478891,14.5535,2.53962,0.671142,-0.76952,18.0121,2.95402,0.773907,1.06911,12.5277,10.0221,0.113922,0.948691,13.8275,10.0832,-1.59074,0.0720153,11.9483,18.8843,0.118428,0.678918,5.72173,15.0542,-0.616369,-0.0708442,6.56526,5.14787,-0.345628,1.22499,16.0909,9.20001,0.309792,-0.215155,14.5881,6.64716,-0.11739,-0.214164,19.6554,8.0252,-0.880769,-1.09358,15.6123,15.6658,1.10199,-0.0117698,17.737,15.9437,-1.3804,-0.60373,16.3658,4.88471,0.425001,-0.162056,15.0392,7.8903,0.00283657,1.63838,17.5311,6.91007,-0.107482,-0.916012,15.1548,9.82223,0.770671,0.136267,16.5144,16.6047,-0.0078461,1.13388,9.67156,16.7624,-1.33073,0.431124
9.535,0.997021,7.83872,0.103016,0.373299,5.14053,6.76801,0.981999,-0.193958,5.80754,7.94989,1.21036,0.172909,3.09278,12.6018,0.530452,0.113882,8.3373,14.9304,0.76491,0.668514,4.86208,17.7825,-0.271747,0.0386251,8.47329,6.56845,1.34413,0.353747,12.1576,8.44114,0.477268,-0.704116,2.10473,11.5597,0.911121,0.86381,3.01537,5.17431,0.095794,-1.24182,7.38754,6.21334,1.11883,-1.62693,0.817578,13.8544,-0.435166,-1.00166,5.85705,3.17539,-0.620055,0.141637,10.0427,3.79047,-0.834773,0.311634,13.321,4.8941,0.155078,-0.828926,7.83552,9.73323,-1.09386,-0.653437,7.46303,8.53435,0.59731,0.192669,6.72507,19.297,0.165752,0.478715,14.5569,2.53577,0.671137,-0.769349,18.0159,2.95937,0.77377,1.06925,12.5283,10.0268,0.124531,0.945677,13.8196,10.0836,-1.5925,0.0691721,11.9489,18.8877,0.118398,0.678886,5.71864,15.0539,-0.616259,-0.0707854,6.56354,5.15401,-0.339925,1.23293,16.0924,9.19893,0.307508,-0.217345,14.5875,6.64612,-0.113948,-0.204725,19.651,8.01973,-0.88102,-1.0937,15.6178,15.6657,1.11026,-0.0036337,17.7301,15.9406,-1.3886,-0.599646,16.3679,4.8839,0.425039,-0.161795,15.0392,7.89848,0.00111366,1.63205,17.5305,6.90549,-0.107651,-0.916028,15.1587,9.82291,0.761283,0.136753,16.5144,16.6104,-0.00792507,1.12166,9.66491,16.7646,-1.33094,0.430846
