t,x0,y0,vx0,vy0,x1,y1,vx1,vy1,x2,y2,vx2,vy2,x3,y3,vx3,vy3,x4,y4,vx4,vy4,x5,y5,vx5,vy5,x6,y6,vx6,vy6,x7,y7,vx7,vy7,x8,y8,vx8,vy8,x9,y9,vx9,vy9,x10,y10,vx10,vy10,x11,y11,vx11,vy11,x12,y12,vx12,vy12,x13,y13,vx13,vy13,x14,y14,vx14,vy14,x15,y15,vx15,vy15,x16,y16,vx16,vy16,x17,y17,vx17,vy17,x18,y18,vx18,vy18,x19,y19,vx19,vy19,x20,y20,vx20,vy20,x21,y21,vx21,vy21,x22,y22,vx22,vy22,x23,y23,vx23,vy23,x24,y24,vx24,vy24,x25,y25,vx25,vy25,x26,y26,vx26,vy26,x27,y27,vx27,vy27,x28,y28,vx28,vy28,x29,y29,vx29,vy29,x30,y30,vx30,vy30,x31,y31,vx31,vy31,x32,y32,vx32,vy32,x33,y33,vx33,vy33,x34,y34,vx34,vy34,x35,y35,vx35,vy35
0.805,2.3546,3.34,-0.612799,0.606604,3.01771,6.1676,0.203396,0.571172,2.22064,8.48159,-0.778263,-0.118605,2.59462,11.3656,-0.319395,-0.0702214,3.11477,13.7097,0.363492,-0.715027,3.22337,16.4241,0.468959,-0.897481,4.9068,3.56802,-1.0119,0.888165,5.90019,6.51021,0.222766,0.997712,4.9201,8.75532,-0.981427,0.244364,5.75305,10.6523,0.0406203,-0.990687,4.97167,14.1228,-0.967648,-0.208957,5.27989,17.9002,-0.548173,0.932619,8.76914,2.20211,0.265278,-0.810723,9.35408,5.52591,0.984749,-0.232839,9.15386,8.51766,0.729295,-0.0670591,8.4949,11.7292,-0.080262,0.4107,9.28526,13.4897,0.883182,-1.03022,8.38946,17.2416,-0.219676,0.120336,10.9922,2.08318,-0.553769,-0.954518,11.7223,5.29764,0.359992,-0.51649,11.9634,8.75423,0.658897,0.242954,11.2541,10.899,-0.213299,-0.669473,11.8397,13.7725,0.511374,-0.640984,10.9548,17.0183,-0.596762,-0.15791,13.5275,2.97005,-0.94973,0.143598,14.2024,6.27091,-0.106232,0.706853,14.9837,8.39833,0.914562,-0.222416,14.0075,11.7967,-0.343259,0.462808,14.3178,14.395,0.0356629,0.125776,14.8489,17.8795,0.723126,0.903861,17.2041,3.2616,0.0751275,0.511282,17.8874,5.85274,0.919577,0.168522,16.7649,8.74582,-0.526963,0.219208,16.5977,11.1002,-0.68498,-0.409678,17.0129,13.502,-0.171042,-0.983497,16.7988,16.9718,-0.453431,-0.207649
0.81,2.35154,3.34304,-0.612617,0.606688,3.01872,6.17046,0.203416,0.57133,2.21675,8.481,-0.77806,-0.118741,2.59302,11.3653,-0.319293,-0.0700465,3.11659,13.7062,0.364705,-0.714895,3.22572,16.4196,0.469144,-0.897544,4.90174,3.57247,-1.01206,0.88822,5.9013,6.5152,0.222613,0.997877,4.91519,8.75654,-0.981182,0.244791,5.75325,10.6474,0.0403535,-0.991304,4.96683,14.1218,-0.968943,-0.209201,5.27715,17.9049,-0.548283,0.932494,8.77046,2.19806,0.265718,-0.810715,9.359,5.52475,0.98501,-0.232835,9.15751,8.51732,0.729387,-0.0670546,8.4945,11.7312,-0.079761,0.411695,9.28967,13.4846,0.882879,-1.03128,8.38836,17.2422,-0.219552,0.120316,10.9894,2.0784,-0.554093,-0.954417,11.7241,5.29506,0.359863,-0.51647,11.9667,8.75544,0.658758,0.243289,11.253,10.8957,-0.213202,-0.669747,11.8423,13.7693,0.511399,-0.641049,10.9518,17.0176,-0.596907,-0.157931,13.5228,2.97076,-0.949865,0.143636,14.2018,6.27445,-0.106213,0.707173,14.9883,8.39722,0.916131,-0.222388,14.0058,11.799,-0.343224,0.462918,14.318,14.3956,0.0355701,0.125591,14.8525,17.884,0.723618,0.903603,17.2044,3.26416,0.0751407,0.511403,17.892,5.85358,0.919509,0.168454,16.7623,8.74692,-0.528723,0.219113,16.5943,11.0982,-0.685062,-0.409737,17.012,13.4971,-0.17118,-0.983694,16.7965,16.9708,-0.453945,-0.207447
0.815,2.34847,3.34607,-0.612435,0.606773,3.01974,6.17331,0.203436,0.571489,2.21286,8.4804,-0.777855,-0.118877,2.59142,11.3649,-0.319191,-0.06987,3.11842,13.7026,0.365943,-0.714755,3.22806,16.4151,0.469329,-0.897609,4.89668,3.57691,-1.01222,0.888274,5.90241,6.52019,0.222458,0.998043,4.91029,8.75777,-0.980931,0.245226,5.75345,10.6424,0.0400807,-0.991928,4.96198,14.1208,-0.970266,-0.209452,5.27441,17.9096,-0.548392,0.932368,8.77179,2.19401,0.266164,-0.810708,9.36393,5.52358,0.985273,-0.232831,9.16115,8.51699,0.729479,-0.0670498,8.4941,11.7333,-0.079248,0.412706,9.29409,13.4794,0.882565,-1.03235,8.38727,17.2428,-0.219428,0.120295,10.9867,2.07363,-0.554422,-0.954315,11.7259,5.29248,0.359732,-0.51645,11.97,8.75666,0.658616,0.243626,11.252,10.8924,-0.213105,-0.670024,11.8448,13.7661,0.511425,-0.641113,10.9488,17.0168,-0.597053,-0.157951,13.518,2.97148,-0.950001,0.143675,14.2013,6.27798,-0.106192,0.707496,14.9929,8.39611,0.917741,-0.222351,14.004,11.8013,-0.34319,0.463029,14.3182,14.3963,0.0354765,0.125405,14.8561,17.8885,0.724115,0.903342,17.2048,3.26672,0.0751544,0.511523,17.8966,5.85442,0.919441,0.168386,16.7597,8.74801,-0.530526,0.219009,16.5908,11.0961,-0.685144,-0.409798,17.0112,13.4922,-0.171319,-0.983892,16.7942,16.9698,-0.454463,-0.20724
0.82,2.34541,3.34911,-0.612251,0.606858,3.02076,6.17617,0.203455,0.571648,2.20897,8.47981,-0.77765,-0.119015,2.58983,11.3646,-0.319087,-0.0696917,3.12025,13.699,0.367207,-0.714608,3.23041,16.4106,0.469513,-0.897676,4.89162,3.58135,-1.01239,0.888328,5.90353,6.52518,0.222302,0.998209,4.90538,8.75899,-0.980674,0.245666,5.75365,10.6374,0.0398021,-0.99256,4.95713,14.1197,-0.971616,-0.20971,5.27167,17.9142,-0.548501,0.932242,8.77313,2.18995,0.266616,-0.810702,9.36885,5.52242,0.985539,-0.232827,9.1648,8.51665,0.729572,-0.0670447,8.4937,11.7354,-0.0787227,0.413732,9.2985,13.4742,0.882239,-1.03344,8.38617,17.2434,-0.219302,0.120275,10.9839,2.06886,-0.554757,-0.954213,11.7277,5.2899,0.359599,-0.51643,11.9733,8.75788,0.658473,0.243967,11.2509,10.889,-0.213005,-0.670305,11.8474,13.7629,0.511452,-0.641179,10.9458,17.016,-0.5972,-0.15797,13.5133,2.9722,-0.950137,0.143713,14.2008,6.28152,-0.106168,0.707822,14.9975,8.395,0.919392,-0.222304,14.0023,11.8036,-0.343156,0.463141,14.3184,14.3969,0.035382,0.125217,14.8597,17.893,0.724615,0.903077,17.2052,3.26928,0.0751684,0.511644,17.9011,5.85527,0.919373,0.168317,16.757,8.74911,-0.532373,0.218896,16.5874,11.0941,-0.685225,-0.40986,17.0103,13.4872,-0.171458,-0.984093,16.792,16.9687,-0.454985,-0.207029
0.825,2.34235,3.35214,-0.612066,0.606943,3.02177,6.17903,0.203473,0.571809,2.20509,8.47921,-0.777443,-0.119153,2.58823,11.3642,-0.318983,-0.0695117,3.12209,13.6955,0.368498,-0.714453,3.23276,16.4061,0.469698,-0.897743,4.88655,3.58579,-1.01255,0.888382,5.90464,6.53017,0.222145,0.998377,4.90048,8.76022,-0.98041,0.246112,5.75385,10.6325,0.0395173,-0.993198,4.95226,14.1187,-0.972994,-0.209977,5.26892,17.9189,-0.548608,0.932117,8.77446,2.1859,0.267073,-0.810697,9.37378,5.52126,0.985808,-0.232824,9.16845,8.51632,0.729666,-0.0670392,8.49331,11.7374,-0.0781848,0.414774,9.30291,13.4691,0.881902,-1.03455,8.38507,17.244,-0.219176,0.120255,10.9811,2.06409,-0.555097,-0.95411,11.7295,5.28731,0.359464,-0.51641,11.9766,8.7591,0.658327,0.24431,11.2498,10.8856,-0.212904,-0.670589,11.85,13.7597,0.511479,-0.641245,10.9428,17.0152,-0.597348,-0.15799,13.5085,2.97292,-0.950274,0.143752,14.2003,6.28506,-0.106143,0.70815,15.0021,8.39389,0.921087,-0.222246,14.0006,11.806,-0.343122,0.463254,14.3186,14.3975,0.0352867,0.125029,14.8633,17.8976,0.725119,0.902807,17.2056,3.27184,0.0751829,0.511765,17.9057,5.85611,0.919305,0.168247,16.7543,8.7502,-0.534265,0.218773,16.584,11.092,-0.685306,-0.409923,17.0094,13.4823,-0.171598,-0.984294,16.7897,16.9677,-0.45551,-0.206814
0.83,2.33929,3.35518,-0.611881,0.607028,3.02279,6.18189,0.203491,0.571971,2.2012,8.47861,-0.777235,-0.119292,2.58664,11.3639,-0.318878,-0.06933,3.12394,13.6919,0.369816,-0.71429,3.23511,16.4017,0.469882,-0.897811,4.88149,3.59023,-1.01272,0.888436,5.90575,6.53516,0.221988,0.998544,4.89558,8.76145,-0.98014,0.246565,5.75404,10.6275,0.0392265,-0.993844,4.9474,14.1176,-0.974402,-0.210253,5.26618,17.9235,-0.548715,0.931991,8.7758,2.18185,0.267537,-0.810692,9.37871,5.52009,0.98608,-0.232821,9.1721,8.51598,0.729759,-0.0670334,8.49292,11.7395,-0.0776341,0.415832,9.30732,13.4639,0.881554,-1.03567,8.38398,17.2446,-0.219048,0.120235,10.9783,2.05932,-0.555444,-0.954007,11.7313,5.28473,0.359327,-0.51639,11.9798,8.76032,0.65818,0.244657,11.2488,10.8823,-0.212801,-0.670876,11.8525,13.7565,0.511507,-0.641311,10.9398,17.0144,-0.597496,-0.158009,13.5038,2.97364,-0.950412,0.143792,14.1997,6.2886,-0.106115,0.708482,15.0067,8.39278,0.922826,-0.222176,13.9989,11.8083,-0.343088,0.463368,14.3187,14.3981,0.0351905,0.124839,14.867,17.9021,0.725628,0.902534,17.2059,3.27439,0.0751976,0.511886,17.9103,5.85695,0.919237,0.168178,16.7517,8.75129,-0.536203,0.218639,16.5806,11.09,-0.685385,-0.409988,17.0086,13.4774,-0.171738,-0.984498,16.7874,16.9667,-0.45604,-0.206594
0.835,2.33623,3.35821,-0.611694,0.607112,3.02381,6.18475,0.203508,0.572134,2.19731,8.47802,-0.777026,-0.119431,2.58504,11.3635,-0.318772,-0.0691465,3.12579,13.6883,0.371163,-0.714119,3.23746,16.3972,0.470066,-0.897881,4.87643,3.59467,-1.01289,0.88849,5.90686,6.54015,0.22183,0.998713,4.89068,8.76269,-0.979864,0.247024,5.75424,10.6225,0.0389293,-0.994497,4.94252,14.1166,-0.975839,-0.210537,5.26344,17.9282,-0.548822,0.931865,8.77714,2.17779,0.268006,-0.810688,9.38364,5.51893,0.986354,-0.232819,9.17575,8.51565,0.729854,-0.0670273,8.49254,11.7416,-0.0770703,0.416906,9.31173,13.4587,0.881193,-1.0368,8.38288,17.2452,-0.21892,0.120215,10.9756,2.05455,-0.555796,-0.953903,11.7331,5.28215,0.359188,-0.51637,11.9831,8.76155,0.65803,0.245007,11.2477,10.8789,-0.212697,-0.671166,11.8551,13.7533,0.511535,-0.641378,10.9368,17.0136,-0.597645,-0.158027,13.499,2.97436,-0.95055,0.143832,14.1992,6.29215,-0.106086,0.708815,15.0113,8.39167,0.92461,-0.222096,13.9972,11.8106,-0.343055,0.463483,14.3189,14.3988,0.0350934,0.124648,14.8706,17.9066,0.72614,0.902257,17.2063,3.27695,0.0752128,0.512007,17.9149,5.85779,0.919169,0.168108,16.749,8.75239,-0.538189,0.218495,16.5771,11.0879,-0.685465,-0.410054,17.0077,13.4725,-0.171879,-0.984703,16.7851,16.9656,-0.456574,-0.206371
0.84,2.33317,3.36125,-0.611507,0.607197,3.02483,6.18761,0.203524,0.572298,2.19343,8.47742,-0.776816,-0.119572,2.58345,11.3632,-0.318666,-0.0689612,3.12765,13.6847,0.372538,-0.713939,3.23981,16.3927,0.470249,-0.897952,4.87136,3.59912,-1.01306,0.888544,5.90797,6.54515,0.22167,0.998882,4.88578,8.76392,-0.979582,0.247489,5.75443,10.6176,0.0386259,-0.995157,4.93764,14.1155,-0.977307,-0.21083,5.26069,17.9329,-0.548927,0.931739,8.77848,2.17374,0.268481,-0.810685,9.38857,5.51776,0.98663,-0.232817,9.1794,8.51531,0.729948,-0.0670208,8.49215,11.7437,-0.0764931,0.417996,9.31613,13.4535,0.880821,-1.03796,8.38179,17.2458,-0.218791,0.120194,10.9728,2.04978,-0.556155,-0.953798,11.7349,5.27957,0.359047,-0.516351,11.9864,8.76277,0.657877,0.24536,11.2466,10.8756,-0.21259,-0.67146,11.8576,13.7501,0.511564,-0.641446,10.9339,17.0128,-0.597796,-0.158045,13.4943,2.97508,-0.950689,0.143872,14.1987,6.29569,-0.106054,0.709152,15.0159,8.39056,0.926441,-0.222003,13.9955,11.8129,-0.343022,0.4636,14.3191,14.3994,0.0349955,0.124456,14.8742,17.9111,0.726657,0.901976,17.2067,3.27951,0.0752283,0.512128,17.9195,5.85863,0.9191,0.168037,16.7463,8.75348,-0.540224,0.218339,16.5737,11.0859,-0.685543,-0.410121,17.0069,13.4675,-0.17202,-0.984909,16.7828,16.9646,-0.457112,-0.206143
0.845,2.33012,3.36428,-0.611319,0.607282,3.02584,6.19047,0.20354,0.572463,2.18955,8.47682,-0.776605,-0.119713,2.58186,11.3629,-0.318559,-0.0687743,3.12952,13.6812,0.373942,-0.71375,3.24216,16.3882,0.470432,-0.898024,4.8663,3.60356,-1.01323,0.888598,5.90907,6.55014,0.22151,0.999052,4.88088,8.76516,-0.979292,0.247961,5.75463,10.6126,0.038316,-0.995824,4.93275,14.1144,-0.978805,-0.211133,5.25795,17.9375,-0.549032,0.931613,8.77982,2.16969,0.268963,-0.810682,9.39351,5.5166,0.98691,-0.232815,9.18305,8.51498,0.730043,-0.0670139,8.49177,11.7458,-0.0759023,0.419103,9.32053,13.4483,0.880435,-1.03913,8.3807,17.2464,-0.218661,0.120174,10.97,2.04501,-0.556519,-0.953693,11.7367,5.27699,0.358904,-0.516332,11.9897,8.764,0.657723,0.245717,11.2456,10.8722,-0.212482,-0.671757,11.8602,13.7469,0.511594,-0.641515,10.9309,17.012,-0.597947,-0.158063,13.4895,2.9758,-0.950829,0.143913,14.1981,6.29924,-0.10602,0.709491,15.0206,8.38945,0.92832,-0.221897,13.9938,11.8152,-0.34299,0.463718,14.3193,14.4,0.0348968,0.124263,14.8779,17.9156,0.727177,0.901691,17.2071,3.28208,0.0752442,0.512249,17.9241,5.85947,0.919032,0.167966,16.7436,8.75457,-0.542309,0.218172,16.5703,11.0838,-0.685621,-0.41019,17.006,13.4626,-0.172162,-0.985118,16.7805,16.9636,-0.457654,-0.205911
0.85,2.32706,3.36732,-0.61113,0.607367,3.02686,6.19334,0.203555,0.572629,2.18566,8.47622,-0.776392,-0.119855,2.58026,11.3625,-0.318451,-0.0685855,3.13139,13.6776,0.375377,-0.713552,3.24451,16.3837,0.470615,-0.898097,4.86123,3.608,-1.0134,0.888652,5.91018,6.55514,0.221349,0.999222,4.87599,8.7664,-0.978997,0.248439,5.75482,10.6076,0.0379997,-0.996498,4.92785,14.1134,-0.980336,-0.211445,5.2552,17.9422,-0.549135,0.931487,8.78117,2.16563,0.269451,-0.81068,9.39844,5.51543,0.987192,-0.232814,9.1867,8.51464,0.730138,-0.0670067,8.49139,11.7479,-0.0752975,0.420226,9.32494,13.4431,0.880037,-1.04031,8.3796,17.247,-0.21853,0.120154,10.9672,2.04024,-0.55689,-0.953587,11.7385,5.27441,0.358759,-0.516313,11.993,8.76523,0.657566,0.246076,11.2445,10.8689,-0.212372,-0.672057,11.8627,13.7437,0.511625,-0.641584,10.9279,17.0112,-0.598099,-0.158081,13.4848,2.97652,-0.950969,0.143955,14.1976,6.30279,-0.105984,0.709833,15.0252,8.38834,0.930249,-0.221778,13.992,11.8175,-0.342958,0.463836,14.3194,14.4006,0.0347971,0.124069,14.8815,17.9201,0.727702,0.901401,17.2074,3.28464,0.0752604,0.512371,17.9287,5.86031,0.918963,0.167895,16.7408,8.75566,-0.544446,0.217992,16.5668,11.0818,-0.685698,-0.410261,17.0051,13.4577,-0.172304,-0.985328,16.7783,16.9625,-0.4582,-0.205674
0.855,2.32401,3.37036,-0.61094,0.607452,3.02788,6.1962,0.203569,0.572796,2.18178,8.47562,-0.776179,-0.119998,2.57867,11.3622,-0.318342,-0.068395,3.13327,13.674,0.376842,-0.713343,3.24687,16.3792,0.470798,-0.898172,4.85616,3.61245,-1.01357,0.888705,5.91129,6.56014,0.221187,0.999393,4.87109,8.76765,-0.978694,0.248924,5.75501,10.6026,0.0376767,-0.99718,4.92294,14.1123,-0.981899,-0.211767,5.25246,17.9468,-0.549238,0.931362,8.78251,2.16158,0.269945,-0.810679,9.40338,5.51427,0.987477,-0.232814,9.19035,8.51431,0.730234,-0.0669991,8.49102,11.75,-0.0746785,0.421366,9.32934,13.4379,0.879626,-1.04152,8.37851,17.2476,-0.218398,0.120133,10.9644,2.03548,-0.557268,-0.953481,11.7403,5.27182,0.358611,-0.516294,11.9963,8.76646,0.657408,0.246439,11.2434,10.8655,-0.212261,-0.67236,11.8653,13.7405,0.511656,-0.641653,10.9249,17.0104,-0.598252,-0.158098,13.48,2.97724,-0.95111,0.143997,14.1971,6.30634,-0.105945,0.710177,15.0299,8.38723,0.932229,-0.221645,13.9903,11.8199,-0.342926,0.463956,14.3196,14.4012,0.0346966,0.123873,14.8851,17.9246,0.72823,0.901107,17.2078,3.2872,0.075277,0.512492,17.9333,5.86115,0.918894,0.167823,16.7381,8.75675,-0.546637,0.217799,16.5634,11.0797,-0.685775,-0.410332,17.0043,13.4528,-0.172446,-0.98554,16.776,16.9615,-0.45875,-0.205433
0.86,2.32095,3.37339,-0.610749,0.607537,3.0289,6.19906,0.203583,0.572963,2.1779,8.47502,-0.775964,-0.120142,2.57708,11.3618,-0.318232,-0.0682027,3.13516,13.6705,0.378339,-0.713125,3.24922,16.3747,0.47098,-0.898249,4.85109,3.61689,-1.01375,0.888759,5.91239,6.56513,0.221024,0.999564,4.8662,8.76889,-0.978385,0.249415,5.75519,10.5976,0.037347,-0.997869,4.91803,14.1113,-0.983496,-0.212099,5.24971,17.9515,-0.549341,0.931236,8.78387,2.15753,0.270445,-0.810679,9.40832,5.51311,0.987765,-0.232814,9.194,8.51397,0.730331,-0.0669912,8.49065,11.7521,-0.074045,0.422523,9.33373,13.4327,0.879201,-1.04274,8.37742,17.2482,-0.218265,0.120113,10.9616,2.03071,-0.557651,-0.953374,11.7421,5.26924,0.358462,-0.516275,11.9996,8.7677,0.657246,0.246804,11.2424,10.8621,-0.212148,-0.672667,11.8679,13.7373,0.511688,-0.641724,10.9219,17.0097,-0.598405,-0.158115,13.4753,2.97796,-0.951252,0.14404,14.1965,6.30989,-0.105905,0.710524,15.0345,8.38612,0.934262,-0.221498,13.9886,11.8222,-0.342894,0.464078,14.3198,14.4019,0.0345953,0.123676,14.8888,17.9291,0.728763,0.90081,17.2082,3.28976,0.075294,0.512614,17.9379,5.86199,0.918825,0.167751,16.7354,8.75784,-0.548883,0.217593,16.56,11.0777,-0.68585,-0.410406,17.0034,13.4478,-0.17259,-0.985753,16.7737,16.9605,-0.459304,-0.205187
0.865,2.3179,3.37643,-0.610557,0.607622,3.02992,6.20193,0.203596,0.573132,2.17402,8.47442,-0.775748,-0.120286,2.57549,11.3615,-0.318122,-0.0680086,3.13705,13.6669,0.379869,-0.712897,3.25158,16.3702,0.471162,-0.898327,4.84602,3.62133,-1.01392,0.888812,5.9135,6.57013,0.22086,0.999736,4.86131,8.77014,-0.978068,0.249912,5.75538,10.5926,0.0370106,-0.998565,4.91311,14.1102,-0.985127,-0.212442,5.24696,17.9561,-0.549442,0.93111,8.78522,2.15347,0.270952,-0.81068,9.41326,5.51194,0.988055,-0.232814,9.19765,8.51364,0.730427,-0.0669828,8.49028,11.7542,-0.0733966,0.423697,9.33813,13.4275,0.878763,-1.04397,8.37633,17.2488,-0.218131,0.120092,10.9589,2.02594,-0.558042,-0.953266,11.7438,5.26666,0.35831,-0.516256,12.0029,8.76893,0.657083,0.247173,11.2413,10.8588,-0.212032,-0.672977,11.8704,13.7341,0.511721,-0.641795,10.9189,17.0089,-0.59856,-0.158131,13.4705,2.97868,-0.951394,0.144083,14.196,6.31344,-0.105862,0.710873,15.0392,8.38501,0.936349,-0.221335,13.9869,11.8245,-0.342863,0.4642,14.3199,14.4025,0.0344931,0.123479,14.8924,17.9336,0.729299,0.900507,17.2086,3.29233,0.0753114,0.512736,17.9425,5.86283,0.918756,0.167679,16.7326,8.75893,-0.551185,0.217372,16.5566,11.0756,-0.685925,-0.410481,17.0026,13.4429,-0.172734,-0.985969,16.7714,16.9595,-0.459861,-0.204937
0.87,2.31485,3.37947,-0.610364,0.607707,3.03093,6.2048,0.203609,0.573302,2.17014,8.47382,-0.775531,-0.120431,2.5739,11.3611,-0.31801,-0.0678128,3.13896,13.6633,0.381431,-0.712657,3.25393,16.3657,0.471344,-0.898406,4.84095,3.62578,-1.0141,0.888866,5.9146,6.57513,0.220696,0.999908,4.85642,8.77139,-0.977745,0.250416,5.75556,10.5877,0.0366672,-0.999269,4.90818,14.1091,-0.986794,-0.212796,5.24422,17.9608,-0.549542,0.930985,8.78658,2.14942,0.271466,-0.810681,9.4182,5.51078,0.988348,-0.232815,9.2013,8.5133,0.730524,-0.0669741,8.48991,11.7563,-0.0727331,0.424888,9.34252,13.4223,0.87831,-1.04523,8.37524,17.2494,-0.217996,0.120071,10.9561,2.02118,-0.558439,-0.953158,11.7456,5.26408,0.358156,-0.516238,12.0061,8.77017,0.656917,0.247545,11.2403,10.8554,-0.211915,-0.673291,11.873,13.7309,0.511755,-0.641866,10.9159,17.0081,-0.598715,-0.158147,13.4658,2.9794,-0.951538,0.144127,14.1955,6.317,-0.105816,0.711226,15.0439,8.38391,0.938491,-0.221156,13.9852,11.8268,-0.342833,0.464324,14.3201,14.4031,0.03439,0.12328,14.8961,17.9381,0.729839,0.900201,17.2089,3.29489,0.075329,0.512858,17.9471,5.86366,0.918687,0.167606,16.7299,8.76001,-0.553545,0.217137,16.5531,11.0736,-0.686,-0.410557,17.0017,13.438,-0.172878,-0.986186,16.7691,16.9584,-0.460423,-0.204682
0.875,2.3118,3.38251,-0.61017,0.607793,3.03195,6.20766,0.203621,0.573473,2.16627,8.47322,-0.775313,-0.120577,2.57231,11.3608,-0.317898,-0.0676152,3.14087,13.6598,0.383028,-0.712407,3.25629,16.3612,0.471526,-0.898487,4.83588,3.63022,-1.01428,0.888919,5.9157,6.58013,0.22053,1.00008,4.85153,8.77265,-0.977415,0.250927,5.75575,10.5827,0.0363169,-0.99998,4.90324,14.1081,-0.988496,-0.213162,5.24147,17.9655,-0.549642,0.930859,8.78793,2.14537,0.271986,-0.810683,9.42314,5.50961,0.988645,-0.232817,9.20496,8.51297,0.730622,-0.0669649,8.48955,11.7584,-0.0720541,0.426097,9.34691,13.417,0.877843,-1.0465,8.37415,17.25,-0.21786,0.120051,10.9533,2.01641,-0.558842,-0.953049,11.7474,5.2615,0.358,-0.51622,12.0094,8.77141,0.656748,0.247921,11.2392,10.852,-0.211796,-0.673607,11.8755,13.7276,0.51179,-0.641939,10.9129,17.0073,-0.598872,-0.158163,13.461,2.98012,-0.951681,0.144172,14.195,6.32055,-0.105769,0.71158,15.0486,8.3828,0.940691,-0.220961,13.9835,11.8291,-0.342803,0.464449,14.3203,14.4037,0.034286,0.12308,14.8997,17.9426,0.730384,0.89989,17.2093,3.29745,0.0753471,0.51298,17.9517,5.8645,0.918618,0.167533,16.7271,8.7611,-0.555966,0.216886,16.5497,11.0715,-0.686073,-0.410635,17.0008,13.433,-0.173023,-0.986404,16.7668,16.9574,-0.460988,-0.204423
0.88,2.30874,3.38555,-0.609976,0.607878,3.03297,6.21053,0.203632,0.573645,2.16239,8.47261,-0.775094,-0.120724,2.57072,11.3605,-0.317785,-0.0674158,3.14279,13.6562,0.38466,-0.712145,3.25865,16.3567,0.471707,-0.89857,4.83081,3.63467,-1.01445,0.888973,5.91681,6.58513,0.220364,1.00025,4.84664,8.7739,-0.977077,0.251444,5.75593,10.5777,0.0359595,-1.0007,4.89829,14.107,-0.990235,-0.213539,5.23872,17.9701,-0.54974,0.930734,8.7893,2.14131,0.272513,-0.810686,9.42809,5.50845,0.988944,-0.232819,9.20861,8.51263,0.73072,-0.0669554,8.48919,11.7606,-0.0713595,0.427323,9.3513,13.4118,0.877362,-1.04779,8.37306,17.2506,-0.217723,0.12003,10.9505,2.01164,-0.559253,-0.952939,11.7492,5.25892,0.357842,-0.516202,12.0127,8.77265,0.656578,0.248299,11.2381,10.8487,-0.211675,-0.673928,11.8781,13.7244,0.511825,-0.642012,10.9099,17.0065,-0.599029,-0.158178,13.4562,2.98084,-0.951826,0.144217,14.1944,6.32411,-0.105719,0.711938,15.0533,8.3817,0.942951,-0.220749,13.9818,11.8315,-0.342773,0.464575,14.3205,14.4043,0.0341812,0.122878,14.9034,17.9471,0.730932,0.899575,17.2097,3.30002,0.0753655,0.513102,17.9563,5.86534,0.918549,0.16746,16.7243,8.76218,-0.558447,0.216619,16.5463,11.0695,-0.686146,-0.410715,17,13.4281,-0.173168,-0.986625,16.7645,16.9564,-0.461557,-0.204159
0.885,2.3057,3.38859,-0.60978,0.607963,3.03399,6.2134,0.203643,0.573817,2.15852,8.47201,-0.774874,-0.120871,2.56913,11.3601,-0.317672,-0.0672146,3.14471,13.6527,0.386328,-0.71187,3.26101,16.3523,0.471888,-0.898654,4.82574,3.63911,-1.01463,0.889026,5.91791,6.59013,0.220196,1.00043,4.84176,8.77516,-0.976733,0.251968,5.75611,10.5726,0.035595,-1.00142,4.89334,14.1059,-0.992012,-0.213928,5.23597,17.9748,-0.549838,0.930608,8.79066,2.13726,0.273048,-0.81069,9.43303,5.50729,0.989246,-0.232821,9.21226,8.5123,0.730818,-0.0669454,8.48884,11.7627,-0.0706487,0.428567,9.35568,13.4066,0.876866,-1.0491,8.37197,17.2512,-0.217585,0.120009,10.9477,2.00688,-0.559671,-0.952829,11.751,5.25634,0.357681,-0.516185,12.016,8.77389,0.656404,0.248681,11.2371,10.8453,-0.211553,-0.674251,11.8807,13.7212,0.511861,-0.642086,10.9069,17.0057,-0.599187,-0.158194,13.4515,2.98156,-0.951971,0.144263,14.1939,6.32767,-0.105666,0.712298,15.058,8.38059,0.945271,-0.220518,13.98,11.8338,-0.342744,0.464702,14.3206,14.4049,0.0340755,0.122676,14.907,17.9516,0.731484,0.899255,17.2101,3.30258,0.0753843,0.513224,17.9609,5.86618,0.918479,0.167386,16.7215,8.76326,-0.560993,0.216336,16.5428,11.0674,-0.686218,-0.410797,16.9991,13.4232,-0.173314,-0.986847,16.7622,16.9554,-0.462131,-0.20389
